#CROSS REFERENCE MI	CROSS REFERENCE NAME	INCLUDE CHILDREN	REF TYPE MI	REF TYPE NAME	INCLUDE CHILDREN	MESSAGE LEVEL
MI:0449	interpro	FALSE	MI:0356	identical object	FALSE	REQUIRED
