CvA term name	CvA term id	apply to CvA children terms	CvB term name	CvB term id	apply to CvB children terms	"is CvA CvB instance combination expected (NO-error, YES-ok, MAYBE-weird)"
    comigration in gel electrophoresis 	MI:0807	FALSE	fluorescence donor	MI:0583	FALSE	NO
    comigration in gel electrophoresis 	MI:0807	FALSE	neutral component	MI:0497	FALSE	YES
    comigration in gel electrophoresis 	MI:0807	FALSE	prey	MI:0498	FALSE	NO
    comigration in gel electrophoresis 	MI:0807	FALSE	putative self	MI:0898	FALSE	NO
    comigration in gel electrophoresis 	MI:0807	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    comigration in gel electrophoresis 	MI:0807	FALSE	self	MI:0503	FALSE	NO
    comigration in gel electrophoresis 	MI:0807	FALSE	suppressed gene	MI:0582	FALSE	NO
    comigration in gel electrophoresis 	MI:0807	FALSE	suppressor gene	MI:0581	FALSE	NO
    comigration in gel electrophoresis 	MI:0807	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	experimental role	MI:0495	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	ancillary	MI:0684	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	bait	MI:0496	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	fluorescence donor	MI:0583	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	neutral component	MI:0497	FALSE	YES
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	prey	MI:0498	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	putative self	MI:0898	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	self	MI:0503	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	suppressed gene	MI:0582	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	suppressor gene	MI:0581	FALSE	NO
     comigration in non denaturing gel electrophoresis 	MI:0404	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      blue native page 	MI:0276	FALSE	experimental role	MI:0495	FALSE	NO
      blue native page 	MI:0276	FALSE	ancillary	MI:0684	FALSE	NO
      blue native page 	MI:0276	FALSE	bait	MI:0496	FALSE	NO
      blue native page 	MI:0276	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      blue native page 	MI:0276	FALSE	fluorescence donor	MI:0583	FALSE	NO
      blue native page 	MI:0276	FALSE	neutral component	MI:0497	FALSE	YES
      blue native page 	MI:0276	FALSE	prey	MI:0498	FALSE	NO
      blue native page 	MI:0276	FALSE	putative self	MI:0898	FALSE	NO
      blue native page 	MI:0276	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      blue native page 	MI:0276	FALSE	self	MI:0503	FALSE	NO
      blue native page 	MI:0276	FALSE	suppressed gene	MI:0582	FALSE	NO
      blue native page 	MI:0276	FALSE	suppressor gene	MI:0581	FALSE	NO
      blue native page 	MI:0276	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     comigration in sds page 	MI:0808	FALSE	experimental role	MI:0495	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	ancillary	MI:0684	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	bait	MI:0496	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	fluorescence donor	MI:0583	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	neutral component	MI:0497	FALSE	YES
     comigration in sds page 	MI:0808	FALSE	prey	MI:0498	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	putative self	MI:0898	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	self	MI:0503	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	suppressed gene	MI:0582	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	suppressor gene	MI:0581	FALSE	NO
     comigration in sds page 	MI:0808	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    cosedimentation 	MI:0027	FALSE	experimental role	MI:0495	FALSE	NO
    cosedimentation 	MI:0027	FALSE	ancillary	MI:0684	FALSE	NO
    cosedimentation 	MI:0027	FALSE	bait	MI:0496	FALSE	NO
    cosedimentation 	MI:0027	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    cosedimentation 	MI:0027	FALSE	fluorescence donor	MI:0583	FALSE	NO
    cosedimentation 	MI:0027	FALSE	neutral component	MI:0497	FALSE	YES
    cosedimentation 	MI:0027	FALSE	prey	MI:0498	FALSE	NO
    cosedimentation 	MI:0027	FALSE	putative self	MI:0898	FALSE	NO
    cosedimentation 	MI:0027	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    cosedimentation 	MI:0027	FALSE	self	MI:0503	FALSE	NO
    cosedimentation 	MI:0027	FALSE	suppressed gene	MI:0582	FALSE	NO
    cosedimentation 	MI:0027	FALSE	suppressor gene	MI:0581	FALSE	NO
    cosedimentation 	MI:0027	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     cosedimentation in solution 	MI:0028	FALSE	experimental role	MI:0495	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	ancillary	MI:0684	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	bait	MI:0496	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	fluorescence donor	MI:0583	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	neutral component	MI:0497	FALSE	YES
     cosedimentation in solution 	MI:0028	FALSE	prey	MI:0498	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	putative self	MI:0898	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	self	MI:0503	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	suppressed gene	MI:0582	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	suppressor gene	MI:0581	FALSE	NO
     cosedimentation in solution 	MI:0028	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     cosedimentation through density gradient 	MI:0029	FALSE	experimental role	MI:0495	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	ancillary	MI:0684	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	bait	MI:0496	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	fluorescence donor	MI:0583	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	neutral component	MI:0497	FALSE	YES
     cosedimentation through density gradient 	MI:0029	FALSE	prey	MI:0498	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	putative self	MI:0898	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	self	MI:0503	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	suppressed gene	MI:0582	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	suppressor gene	MI:0581	FALSE	NO
     cosedimentation through density gradient 	MI:0029	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    cross-linking study 	MI:0030	FALSE	experimental role	MI:0495	FALSE	NO
    cross-linking study 	MI:0030	FALSE	ancillary	MI:0684	FALSE	NO
    cross-linking study 	MI:0030	FALSE	bait	MI:0496	FALSE	YES	?
    cross-linking study 	MI:0030	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    cross-linking study 	MI:0030	FALSE	fluorescence donor	MI:0583	FALSE	NO
    cross-linking study 	MI:0030	FALSE	neutral component	MI:0497	FALSE	YES	?
    cross-linking study 	MI:0030	FALSE	prey	MI:0498	FALSE	YES	?
    cross-linking study 	MI:0030	FALSE	putative self	MI:0898	FALSE	NO
    cross-linking study 	MI:0030	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    cross-linking study 	MI:0030	FALSE	self	MI:0503	FALSE	NO
    cross-linking study 	MI:0030	FALSE	suppressed gene	MI:0582	FALSE	NO
    cross-linking study 	MI:0030	FALSE	suppressor gene	MI:0581	FALSE	NO
    cross-linking study 	MI:0030	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	experimental role	MI:0495	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	ancillary	MI:0684	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	bait	MI:0496	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	fluorescence donor	MI:0583	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	neutral component	MI:0497	FALSE	YES	?
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	prey	MI:0498	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	putative self	MI:0898	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	self	MI:0503	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	suppressed gene	MI:0582	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	suppressor gene	MI:0581	FALSE	NO
     nucleic acid uv cross-linking assay 	MI:0430	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	experimental role	MI:0495	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	ancillary	MI:0684	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	bait	MI:0496	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	fluorescence donor	MI:0583	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	neutral component	MI:0497	FALSE	YES	?
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	prey	MI:0498	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	putative self	MI:0898	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	self	MI:0503	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	suppressed gene	MI:0582	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	suppressor gene	MI:0581	FALSE	NO
     protein cross-linking with a bifunctional reagent 	MI:0031	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    enzymatic study 	MI:0415	FALSE	experimental role	MI:0495	FALSE	NO
    enzymatic study 	MI:0415	FALSE	ancillary	MI:0684	FALSE	NO
    enzymatic study 	MI:0415	FALSE	bait	MI:0496	FALSE	NO
    enzymatic study 	MI:0415	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    enzymatic study 	MI:0415	FALSE	fluorescence donor	MI:0583	FALSE	NO
    enzymatic study 	MI:0415	FALSE	neutral component	MI:0497	FALSE	YES
    enzymatic study 	MI:0415	FALSE	prey	MI:0498	FALSE	NO
    enzymatic study 	MI:0415	FALSE	putative self	MI:0898	FALSE	YES
    enzymatic study 	MI:0415	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    enzymatic study 	MI:0415	FALSE	self	MI:0503	FALSE	YES
    enzymatic study 	MI:0415	FALSE	suppressed gene	MI:0582	FALSE	NO
    enzymatic study 	MI:0415	FALSE	suppressor gene	MI:0581	FALSE	NO
    enzymatic study 	MI:0415	FALSE	unspecified role	MI:0499	FALSE	YES
     acetylation assay 	MI:0889	FALSE	experimental role	MI:0495	FALSE	NO
     acetylation assay 	MI:0889	FALSE	ancillary	MI:0684	FALSE	NO
     acetylation assay 	MI:0889	FALSE	bait	MI:0496	FALSE	NO
     acetylation assay 	MI:0889	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     acetylation assay 	MI:0889	FALSE	fluorescence donor	MI:0583	FALSE	NO
     acetylation assay 	MI:0889	FALSE	neutral component	MI:0497	FALSE	YES
     acetylation assay 	MI:0889	FALSE	prey	MI:0498	FALSE	NO
     acetylation assay 	MI:0889	FALSE	putative self	MI:0898	FALSE	YES
     acetylation assay 	MI:0889	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     acetylation assay 	MI:0889	FALSE	self	MI:0503	FALSE	YES
     acetylation assay 	MI:0889	FALSE	suppressed gene	MI:0582	FALSE	NO
     acetylation assay 	MI:0889	FALSE	suppressor gene	MI:0581	FALSE	NO
     acetylation assay 	MI:0889	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      histone acetylation assay 	MI:0887	FALSE	experimental role	MI:0495	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	ancillary	MI:0684	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	bait	MI:0496	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	fluorescence donor	MI:0583	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	neutral component	MI:0497	FALSE	YES
      histone acetylation assay 	MI:0887	FALSE	prey	MI:0498	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	putative self	MI:0898	FALSE	YES
      histone acetylation assay 	MI:0887	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	self	MI:0503	FALSE	YES
      histone acetylation assay 	MI:0887	FALSE	suppressed gene	MI:0582	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	suppressor gene	MI:0581	FALSE	NO
      histone acetylation assay 	MI:0887	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     deacetylase assay 	MI:0406	FALSE	experimental role	MI:0495	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	ancillary	MI:0684	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	bait	MI:0496	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	fluorescence donor	MI:0583	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	neutral component	MI:0497	FALSE	YES
     deacetylase assay 	MI:0406	FALSE	prey	MI:0498	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	putative self	MI:0898	FALSE	YES
     deacetylase assay 	MI:0406	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	self	MI:0503	FALSE	YES
     deacetylase assay 	MI:0406	FALSE	suppressed gene	MI:0582	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	suppressor gene	MI:0581	FALSE	NO
     deacetylase assay 	MI:0406	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      deacetylase radiometric assay 	MI:0508	FALSE	experimental role	MI:0495	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	ancillary	MI:0684	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	bait	MI:0496	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	fluorescence donor	MI:0583	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	neutral component	MI:0497	FALSE	YES
      deacetylase radiometric assay 	MI:0508	FALSE	prey	MI:0498	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	putative self	MI:0898	FALSE	YES
      deacetylase radiometric assay 	MI:0508	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	self	MI:0503	FALSE	YES
      deacetylase radiometric assay 	MI:0508	FALSE	suppressed gene	MI:0582	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	suppressor gene	MI:0581	FALSE	NO
      deacetylase radiometric assay 	MI:0508	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     demethylase assay 	MI:0870	FALSE	experimental role	MI:0495	FALSE	NO
     demethylase assay 	MI:0870	FALSE	ancillary	MI:0684	FALSE	NO
     demethylase assay 	MI:0870	FALSE	bait	MI:0496	FALSE	NO
     demethylase assay 	MI:0870	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     demethylase assay 	MI:0870	FALSE	fluorescence donor	MI:0583	FALSE	NO
     demethylase assay 	MI:0870	FALSE	neutral component	MI:0497	FALSE	YES
     demethylase assay 	MI:0870	FALSE	prey	MI:0498	FALSE	NO
     demethylase assay 	MI:0870	FALSE	putative self	MI:0898	FALSE	YES
     demethylase assay 	MI:0870	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     demethylase assay 	MI:0870	FALSE	self	MI:0503	FALSE	YES
     demethylase assay 	MI:0870	FALSE	suppressed gene	MI:0582	FALSE	NO
     demethylase assay 	MI:0870	FALSE	suppressor gene	MI:0581	FALSE	NO
     demethylase assay 	MI:0870	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     methyltransferase assay 	MI:0515	FALSE	experimental role	MI:0495	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	ancillary	MI:0684	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	bait	MI:0496	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	fluorescence donor	MI:0583	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	neutral component	MI:0497	FALSE	YES
     methyltransferase assay 	MI:0515	FALSE	prey	MI:0498	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	putative self	MI:0898	FALSE	YES
     methyltransferase assay 	MI:0515	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	self	MI:0503	FALSE	YES
     methyltransferase assay 	MI:0515	FALSE	suppressed gene	MI:0582	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	suppressor gene	MI:0581	FALSE	NO
     methyltransferase assay 	MI:0515	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      methyltransferase radiometric assay 	MI:0516	FALSE	experimental role	MI:0495	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	ancillary	MI:0684	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	bait	MI:0496	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	fluorescence donor	MI:0583	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	neutral component	MI:0497	FALSE	YES
      methyltransferase radiometric assay 	MI:0516	FALSE	prey	MI:0498	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	putative self	MI:0898	FALSE	YES
      methyltransferase radiometric assay 	MI:0516	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	self	MI:0503	FALSE	YES
      methyltransferase radiometric assay 	MI:0516	FALSE	suppressed gene	MI:0582	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	suppressor gene	MI:0581	FALSE	NO
      methyltransferase radiometric assay 	MI:0516	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     nucleoside triphosphatase assay 	MI:0879	FALSE	experimental role	MI:0495	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	ancillary	MI:0684	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	bait	MI:0496	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	fluorescence donor	MI:0583	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	neutral component	MI:0497	FALSE	YES
     nucleoside triphosphatase assay 	MI:0879	FALSE	prey	MI:0498	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	putative self	MI:0898	FALSE	YES
     nucleoside triphosphatase assay 	MI:0879	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	self	MI:0503	FALSE	YES
     nucleoside triphosphatase assay 	MI:0879	FALSE	suppressed gene	MI:0582	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	suppressor gene	MI:0581	FALSE	NO
     nucleoside triphosphatase assay 	MI:0879	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      atpase assay 	MI:0880	FALSE	experimental role	MI:0495	FALSE	NO
      atpase assay 	MI:0880	FALSE	ancillary	MI:0684	FALSE	NO
      atpase assay 	MI:0880	FALSE	bait	MI:0496	FALSE	NO
      atpase assay 	MI:0880	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      atpase assay 	MI:0880	FALSE	fluorescence donor	MI:0583	FALSE	NO
      atpase assay 	MI:0880	FALSE	neutral component	MI:0497	FALSE	YES
      atpase assay 	MI:0880	FALSE	prey	MI:0498	FALSE	NO
      atpase assay 	MI:0880	FALSE	putative self	MI:0898	FALSE	YES
      atpase assay 	MI:0880	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      atpase assay 	MI:0880	FALSE	self	MI:0503	FALSE	YES
      atpase assay 	MI:0880	FALSE	suppressed gene	MI:0582	FALSE	NO
      atpase assay 	MI:0880	FALSE	suppressor gene	MI:0581	FALSE	NO
      atpase assay 	MI:0880	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      gtpase assay 	MI:0419	FALSE	experimental role	MI:0495	FALSE	NO
      gtpase assay 	MI:0419	FALSE	ancillary	MI:0684	FALSE	NO
      gtpase assay 	MI:0419	FALSE	bait	MI:0496	FALSE	NO
      gtpase assay 	MI:0419	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      gtpase assay 	MI:0419	FALSE	fluorescence donor	MI:0583	FALSE	NO
      gtpase assay 	MI:0419	FALSE	neutral component	MI:0497	FALSE	YES
      gtpase assay 	MI:0419	FALSE	prey	MI:0498	FALSE	NO
      gtpase assay 	MI:0419	FALSE	putative self	MI:0898	FALSE	YES
      gtpase assay 	MI:0419	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      gtpase assay 	MI:0419	FALSE	self	MI:0503	FALSE	YES
      gtpase assay 	MI:0419	FALSE	suppressed gene	MI:0582	FALSE	NO
      gtpase assay 	MI:0419	FALSE	suppressor gene	MI:0581	FALSE	NO
      gtpase assay 	MI:0419	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     phosphatase assay 	MI:0434	FALSE	experimental role	MI:0495	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	ancillary	MI:0684	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	bait	MI:0496	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	fluorescence donor	MI:0583	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	neutral component	MI:0497	FALSE	YES
     phosphatase assay 	MI:0434	FALSE	prey	MI:0498	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	putative self	MI:0898	FALSE	YES
     phosphatase assay 	MI:0434	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	self	MI:0503	FALSE	YES
     phosphatase assay 	MI:0434	FALSE	suppressed gene	MI:0582	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	suppressor gene	MI:0581	FALSE	NO
     phosphatase assay 	MI:0434	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      in gel phosphatase assay 	MI:0514	FALSE	experimental role	MI:0495	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	ancillary	MI:0684	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	bait	MI:0496	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	fluorescence donor	MI:0583	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	neutral component	MI:0497	FALSE	YES
      in gel phosphatase assay 	MI:0514	FALSE	prey	MI:0498	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	putative self	MI:0898	FALSE	YES
      in gel phosphatase assay 	MI:0514	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	self	MI:0503	FALSE	YES
      in gel phosphatase assay 	MI:0514	FALSE	suppressed gene	MI:0582	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	suppressor gene	MI:0581	FALSE	NO
      in gel phosphatase assay 	MI:0514	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	experimental role	MI:0495	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	ancillary	MI:0684	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	bait	MI:0496	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	fluorescence donor	MI:0583	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	neutral component	MI:0497	FALSE	YES
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	prey	MI:0498	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	putative self	MI:0898	FALSE	YES
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	self	MI:0503	FALSE	YES
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	suppressed gene	MI:0582	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	suppressor gene	MI:0581	FALSE	NO
      phosphatase homogeneous time resolved fluorescence 	MI:0509	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     phosphotransfer assay 	MI:0841	FALSE	experimental role	MI:0495	FALSE	NO
     phosphotransfer assay 	MI:0841	FALSE	ancillary	MI:0684	FALSE	NO
     phosphotransfer assay 	MI:0841	FALSE	bait	MI:0496	FALSE	NO
     phosphotransfer assay 	MI:0841	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     phosphotransfer assay 	MI:0841	FALSE	fluorescence donor	MI:0583	FALSE	NO
     phosphotransfer assay 	MI:0841	FALSE	neutral component	MI:0497	FALSE	YES
     phosphotransfer assay 	MI:0841	FALSE	prey	MI:0498	FALSE	NO
     phosphotransfer assay 	MI:0841	FALSE	putative self	MI:0898	FALSE	YES
     phosphotransfer assay 	MI:0841	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
