CvA term name	CvA term id	apply to CvA children terms	CvB term name	CvB term id	apply to CvB children terms	"is CvA CvB instance combination expected (NO-error, YES-ok, MAYBE-weird)"
   protein complementation assay 	MI:0090	FALSE	ancillary	MI:0684	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	bait	MI:0496	FALSE	YES
   protein complementation assay 	MI:0090	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	fluorescence donor	MI:0583	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	neutral component	MI:0497	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	prey	MI:0498	FALSE	YES
   protein complementation assay 	MI:0090	FALSE	putative self	MI:0898	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	self	MI:0503	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	suppressed gene	MI:0582	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	suppressor gene	MI:0581	FALSE	NO
   protein complementation assay 	MI:0090	FALSE	unspecified role	MI:0499	FALSE	YES
    3 hybrid method 	MI:0588	FALSE	experimental role	MI:0495	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	ancillary	MI:0684	FALSE	YES
    3 hybrid method 	MI:0588	FALSE	bait	MI:0496	FALSE	YES
    3 hybrid method 	MI:0588	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	fluorescence donor	MI:0583	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	neutral component	MI:0497	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	prey	MI:0498	FALSE	YES
    3 hybrid method 	MI:0588	FALSE	putative self	MI:0898	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	self	MI:0503	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	suppressed gene	MI:0582	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	suppressor gene	MI:0581	FALSE	NO
    3 hybrid method 	MI:0588	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     protein tri hybrid 	MI:0437	FALSE	experimental role	MI:0495	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	ancillary	MI:0684	FALSE	YES
     protein tri hybrid 	MI:0437	FALSE	bait	MI:0496	FALSE	YES
     protein tri hybrid 	MI:0437	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	fluorescence donor	MI:0583	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	neutral component	MI:0497	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	prey	MI:0498	FALSE	YES
     protein tri hybrid 	MI:0437	FALSE	putative self	MI:0898	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	self	MI:0503	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	suppressed gene	MI:0582	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	suppressor gene	MI:0581	FALSE	NO
     protein tri hybrid 	MI:0437	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     rna tri hybrid 	MI:0438	FALSE	experimental role	MI:0495	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	ancillary	MI:0684	FALSE	YES
     rna tri hybrid 	MI:0438	FALSE	bait	MI:0496	FALSE	YES
     rna tri hybrid 	MI:0438	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	fluorescence donor	MI:0583	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	neutral component	MI:0497	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	prey	MI:0498	FALSE	YES
     rna tri hybrid 	MI:0438	FALSE	putative self	MI:0898	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	self	MI:0503	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	suppressed gene	MI:0582	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	suppressor gene	MI:0581	FALSE	NO
     rna tri hybrid 	MI:0438	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    cytoplasmic complementation assay 	MI:0228	FALSE	experimental role	MI:0495	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	ancillary	MI:0684	FALSE	YES
    cytoplasmic complementation assay 	MI:0228	FALSE	bait	MI:0496	FALSE	YES
    cytoplasmic complementation assay 	MI:0228	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	fluorescence donor	MI:0583	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	neutral component	MI:0497	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	prey	MI:0498	FALSE	YES
    cytoplasmic complementation assay 	MI:0228	FALSE	putative self	MI:0898	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	self	MI:0503	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	suppressed gene	MI:0582	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	suppressor gene	MI:0581	FALSE	NO
    cytoplasmic complementation assay 	MI:0228	FALSE	unspecified role	MI:0499	FALSE	YES
     adenylate cyclase complementation 	MI:0014	FALSE	experimental role	MI:0495	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	ancillary	MI:0684	FALSE	YES
     adenylate cyclase complementation 	MI:0014	FALSE	bait	MI:0496	FALSE	YES
     adenylate cyclase complementation 	MI:0014	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	fluorescence donor	MI:0583	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	neutral component	MI:0497	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	prey	MI:0498	FALSE	YES
     adenylate cyclase complementation 	MI:0014	FALSE	putative self	MI:0898	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	self	MI:0503	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	suppressed gene	MI:0582	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	suppressor gene	MI:0581	FALSE	NO
     adenylate cyclase complementation 	MI:0014	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     beta galactosidase complementation 	MI:0010	FALSE	experimental role	MI:0495	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	ancillary	MI:0684	FALSE	YES
     beta galactosidase complementation 	MI:0010	FALSE	bait	MI:0496	FALSE	YES
     beta galactosidase complementation 	MI:0010	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	fluorescence donor	MI:0583	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	neutral component	MI:0497	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	prey	MI:0498	FALSE	YES
     beta galactosidase complementation 	MI:0010	FALSE	putative self	MI:0898	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	self	MI:0503	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	suppressed gene	MI:0582	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	suppressor gene	MI:0581	FALSE	NO
     beta galactosidase complementation 	MI:0010	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     beta lactamase complementation 	MI:0011	FALSE	experimental role	MI:0495	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	ancillary	MI:0684	FALSE	YES
     beta lactamase complementation 	MI:0011	FALSE	bait	MI:0496	FALSE	YES
     beta lactamase complementation 	MI:0011	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	fluorescence donor	MI:0583	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	neutral component	MI:0497	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	prey	MI:0498	FALSE	YES
     beta lactamase complementation 	MI:0011	FALSE	putative self	MI:0898	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	self	MI:0503	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	suppressed gene	MI:0582	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	suppressor gene	MI:0581	FALSE	NO
     beta lactamase complementation 	MI:0011	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	experimental role	MI:0495	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	ancillary	MI:0684	FALSE	YES
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	bait	MI:0496	FALSE	YES
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	fluorescence donor	MI:0583	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	neutral component	MI:0497	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	prey	MI:0498	FALSE	YES
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	putative self	MI:0898	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	self	MI:0503	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	suppressed gene	MI:0582	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	suppressor gene	MI:0581	FALSE	NO
     dihydrofolate reductase reconstruction 	MI:0111	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     green fluorescence protein complementation assay 	MI:0229	FALSE	experimental role	MI:0495	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	ancillary	MI:0684	FALSE	YES
     green fluorescence protein complementation assay 	MI:0229	FALSE	bait	MI:0496	FALSE	YES
     green fluorescence protein complementation assay 	MI:0229	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	fluorescence donor	MI:0583	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	neutral component	MI:0497	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	prey	MI:0498	FALSE	YES
     green fluorescence protein complementation assay 	MI:0229	FALSE	putative self	MI:0898	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	self	MI:0503	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	suppressed gene	MI:0582	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	suppressor gene	MI:0581	FALSE	NO
     green fluorescence protein complementation assay 	MI:0229	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     protein kinase A complementation 	MI:0895	FALSE	experimental role	MI:0495	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	ancillary	MI:0684	FALSE	YES
     protein kinase A complementation 	MI:0895	FALSE	bait	MI:0496	FALSE	YES
     protein kinase A complementation 	MI:0895	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	fluorescence donor	MI:0583	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	neutral component	MI:0497	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	prey	MI:0498	FALSE	YES
     protein kinase A complementation 	MI:0895	FALSE	putative self	MI:0898	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	self	MI:0503	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	suppressed gene	MI:0582	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	suppressor gene	MI:0581	FALSE	NO
     protein kinase A complementation 	MI:0895	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     reverse ras recruitment system 	MI:0097	FALSE	experimental role	MI:0495	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	ancillary	MI:0684	FALSE	YES
     reverse ras recruitment system 	MI:0097	FALSE	bait	MI:0496	FALSE	YES
     reverse ras recruitment system 	MI:0097	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	fluorescence donor	MI:0583	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	neutral component	MI:0497	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	prey	MI:0498	FALSE	YES
     reverse ras recruitment system 	MI:0097	FALSE	putative self	MI:0898	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	self	MI:0503	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	suppressed gene	MI:0582	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	suppressor gene	MI:0581	FALSE	NO
     reverse ras recruitment system 	MI:0097	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     ubiquitin reconstruction 	MI:0112	FALSE	experimental role	MI:0495	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	ancillary	MI:0684	FALSE	YES
     ubiquitin reconstruction 	MI:0112	FALSE	bait	MI:0496	FALSE	YES
     ubiquitin reconstruction 	MI:0112	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	fluorescence donor	MI:0583	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	neutral component	MI:0497	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	prey	MI:0498	FALSE	YES
     ubiquitin reconstruction 	MI:0112	FALSE	putative self	MI:0898	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	self	MI:0503	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	suppressed gene	MI:0582	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	suppressor gene	MI:0581	FALSE	NO
     ubiquitin reconstruction 	MI:0112	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    membrane bound complementation assay 	MI:0230	FALSE	experimental role	MI:0495	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	ancillary	MI:0684	FALSE	YES
    membrane bound complementation assay 	MI:0230	FALSE	bait	MI:0496	FALSE	YES
    membrane bound complementation assay 	MI:0230	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	fluorescence donor	MI:0583	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	neutral component	MI:0497	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	prey	MI:0498	FALSE	YES
    membrane bound complementation assay 	MI:0230	FALSE	putative self	MI:0898	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	self	MI:0503	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	suppressed gene	MI:0582	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	suppressor gene	MI:0581	FALSE	NO
    membrane bound complementation assay 	MI:0230	FALSE	unspecified role	MI:0499	FALSE	YES
     mammalian protein protein interaction trap 	MI:0231	FALSE	experimental role	MI:0495	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	ancillary	MI:0684	FALSE	YES
     mammalian protein protein interaction trap 	MI:0231	FALSE	bait	MI:0496	FALSE	YES
     mammalian protein protein interaction trap 	MI:0231	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	fluorescence donor	MI:0583	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	neutral component	MI:0497	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	prey	MI:0498	FALSE	YES
     mammalian protein protein interaction trap 	MI:0231	FALSE	putative self	MI:0898	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	self	MI:0503	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	suppressed gene	MI:0582	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	suppressor gene	MI:0581	FALSE	NO
     mammalian protein protein interaction trap 	MI:0231	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     tox-r dimerization assay 	MI:0370	FALSE	experimental role	MI:0495	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	ancillary	MI:0684	FALSE	YES
     tox-r dimerization assay 	MI:0370	FALSE	bait	MI:0496	FALSE	YES
     tox-r dimerization assay 	MI:0370	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	fluorescence donor	MI:0583	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	neutral component	MI:0497	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	prey	MI:0498	FALSE	YES
     tox-r dimerization assay 	MI:0370	FALSE	putative self	MI:0898	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	self	MI:0503	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	suppressed gene	MI:0582	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	suppressor gene	MI:0581	FALSE	NO
     tox-r dimerization assay 	MI:0370	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    transcriptional complementation assay 	MI:0232	FALSE	experimental role	MI:0495	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	ancillary	MI:0684	FALSE	YES
    transcriptional complementation assay 	MI:0232	FALSE	bait	MI:0496	FALSE	YES
    transcriptional complementation assay 	MI:0232	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	fluorescence donor	MI:0583	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	neutral component	MI:0497	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	prey	MI:0498	FALSE	YES
    transcriptional complementation assay 	MI:0232	FALSE	putative self	MI:0898	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	self	MI:0503	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	suppressed gene	MI:0582	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	suppressor gene	MI:0581	FALSE	NO
    transcriptional complementation assay 	MI:0232	FALSE	unspecified role	MI:0499	FALSE	YES
     lambda repressor two hybrid 	MI:0655	FALSE	experimental role	MI:0495	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	ancillary	MI:0684	FALSE	YES
     lambda repressor two hybrid 	MI:0655	FALSE	bait	MI:0496	FALSE	YES
     lambda repressor two hybrid 	MI:0655	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	fluorescence donor	MI:0583	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	neutral component	MI:0497	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	prey	MI:0498	FALSE	YES
     lambda repressor two hybrid 	MI:0655	FALSE	putative self	MI:0898	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	self	MI:0503	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	suppressed gene	MI:0582	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	suppressor gene	MI:0581	FALSE	NO
     lambda repressor two hybrid 	MI:0655	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     lex-a dimerization assay 	MI:0369	FALSE	experimental role	MI:0495	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	ancillary	MI:0684	FALSE	YES
     lex-a dimerization assay 	MI:0369	FALSE	bait	MI:0496	FALSE	YES
     lex-a dimerization assay 	MI:0369	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	fluorescence donor	MI:0583	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	neutral component	MI:0497	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	prey	MI:0498	FALSE	YES
     lex-a dimerization assay 	MI:0369	FALSE	putative self	MI:0898	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	self	MI:0503	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	suppressed gene	MI:0582	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	suppressor gene	MI:0581	FALSE	NO
     lex-a dimerization assay 	MI:0369	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     one hybrid 	MI:0432	FALSE	experimental role	MI:0495	FALSE	NO
     one hybrid 	MI:0432	FALSE	ancillary	MI:0684	FALSE	YES
     one hybrid 	MI:0432	FALSE	bait	MI:0496	FALSE	YES
     one hybrid 	MI:0432	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     one hybrid 	MI:0432	FALSE	fluorescence donor	MI:0583	FALSE	NO
     one hybrid 	MI:0432	FALSE	neutral component	MI:0497	FALSE	NO
     one hybrid 	MI:0432	FALSE	prey	MI:0498	FALSE	YES
     one hybrid 	MI:0432	FALSE	putative self	MI:0898	FALSE	NO
     one hybrid 	MI:0432	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     one hybrid 	MI:0432	FALSE	self	MI:0503	FALSE	NO
     one hybrid 	MI:0432	FALSE	suppressed gene	MI:0582	FALSE	NO
     one hybrid 	MI:0432	FALSE	suppressor gene	MI:0581	FALSE	NO
     one hybrid 	MI:0432	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     reverse two hybrid 	MI:0726	FALSE	experimental role	MI:0495	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	ancillary	MI:0684	FALSE	YES
     reverse two hybrid 	MI:0726	FALSE	bait	MI:0496	FALSE	YES
     reverse two hybrid 	MI:0726	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	fluorescence donor	MI:0583	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	neutral component	MI:0497	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	prey	MI:0498	FALSE	YES
     reverse two hybrid 	MI:0726	FALSE	putative self	MI:0898	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	self	MI:0503	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	suppressed gene	MI:0582	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	suppressor gene	MI:0581	FALSE	NO
     reverse two hybrid 	MI:0726	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     two hybrid 	MI:0018	FALSE	experimental role	MI:0495	FALSE	NO
     two hybrid 	MI:0018	FALSE	ancillary	MI:0684	FALSE	YES
     two hybrid 	MI:0018	FALSE	bait	MI:0496	FALSE	YES
     two hybrid 	MI:0018	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     two hybrid 	MI:0018	FALSE	fluorescence donor	MI:0583	FALSE	NO
     two hybrid 	MI:0018	FALSE	neutral component	MI:0497	FALSE	NO
     two hybrid 	MI:0018	FALSE	prey	MI:0498	FALSE	YES
     two hybrid 	MI:0018	FALSE	putative self	MI:0898	FALSE	NO
     two hybrid 	MI:0018	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     two hybrid 	MI:0018	FALSE	self	MI:0503	FALSE	NO
     two hybrid 	MI:0018	FALSE	suppressed gene	MI:0582	FALSE	NO
     two hybrid 	MI:0018	FALSE	suppressor gene	MI:0581	FALSE	NO
     two hybrid 	MI:0018	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      gal4 vp16 complementation 	MI:0728	FALSE	experimental role	MI:0495	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	ancillary	MI:0684	FALSE	YES
      gal4 vp16 complementation 	MI:0728	FALSE	bait	MI:0496	FALSE	YES
      gal4 vp16 complementation 	MI:0728	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	fluorescence donor	MI:0583	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	neutral component	MI:0497	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	prey	MI:0498	FALSE	YES
      gal4 vp16 complementation 	MI:0728	FALSE	putative self	MI:0898	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	self	MI:0503	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	suppressed gene	MI:0582	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	suppressor gene	MI:0581	FALSE	NO
      gal4 vp16 complementation 	MI:0728	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      lexa b52 complementation 	MI:0727	FALSE	experimental role	MI:0495	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	ancillary	MI:0684	FALSE	YES
      lexa b52 complementation 	MI:0727	FALSE	bait	MI:0496	FALSE	YES
      lexa b52 complementation 	MI:0727	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	fluorescence donor	MI:0583	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	neutral component	MI:0497	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	prey	MI:0498	FALSE	YES
      lexa b52 complementation 	MI:0727	FALSE	putative self	MI:0898	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	self	MI:0503	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	suppressed gene	MI:0582	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	suppressor gene	MI:0581	FALSE	NO
      lexa b52 complementation 	MI:0727	FALSE	unspecified role	MI:0499	FALSE	MAYBE
      lexa vp16 complementation 	MI:0916	FALSE	experimental role	MI:0495	FALSE	NO
      lexa vp16 complementation 	MI:0916	FALSE	ancillary	MI:0684	FALSE	YES
      lexa vp16 complementation 	MI:0916	FALSE	bait	MI:0496	FALSE	YES
      lexa vp16 complementation 	MI:0916	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
      lexa vp16 complementation 	MI:0916	FALSE	fluorescence donor	MI:0583	FALSE	NO
